lemma,upos,verb_form,case_counts,example_wordform,count
вращаться,VERB,Part,Gen:1|Nom:1,вращающихся,2
экзопланета,NOUN,,Gen:2,экзопланет,2
периодический,ADJ,,Ins:1|Nom:1,периодическим,2
ислам,NOUN,,Gen:1|Nom:1,ислам,2
перерождение,NOUN,,Gen:1|Loc:1,перерождений,2
возникнуть,VERB,Part,Gen:1|Loc:1,возникших,2
индия,PROPN,,Loc:2,Индии,2
карма,NOUN,,Loc:1|Nom:1,карма,2
индуистский,ADJ,,Loc:1|Nom:1,индуистские,2
учение,NOUN,,Dat:1|Nom:1,учения,2
кредитный,ADJ,,Dat:1|Gen:1,кредитной,2
валютный,ADJ,,Gen:1|Ins:1,валютными,2
инстанция,NOUN,,Gen:2,инстанции,2
наблюдательный,ADJ,,Acc:1|Gen:1,наблюдательные,2
компактный,ADJ,,Gen:1,компактного,2
исключать,VERB,Inf,,исключать,2
излучение,NOUN,,Gen:1|Nom:1,излучение,2
предсказание,NOUN,,Nom:2,предсказания,2
приключение,NOUN,,Nom:2,приключение,2
прохожий,NOUN,,Gen:2,прохожих,2
приток,NOUN,,Gen:1|Nom:1,Приток,2
приют,NOUN,,Loc:1|Nom:1,Приют,2
сетка,NOUN,,Acc:1|Gen:1,сетки,2
вольер,NOUN,,Gen:2,вольеров,2
трасса,NOUN,,Gen:1|Loc:1,трассе,2
медовый,ADJ,,Acc:1|Nom:1,медовый,2
победить,VERB,Fin,,победил,2
снизиться,VERB,Fin,,снизился,2
сравнивать,VERB,Fin,,сравнивают,2
привести,VERB,Part,Nom:2,приведённые,2
увольнение,NOUN,,Gen:2,увольнения,2
сверх,ADP,,,сверх,2
здоровый,ADJ,,Acc:1|Nom:1,здоровая,2
монархия,NOUN,,Gen:1|Nom:1,монархии,2
администрация,NOUN,,Nom:2,администрация,2
отсюда,ADV,,,отсюда,2
хронологический,ADJ,,Loc:1|Nom:1,хронологические,2
умерший,NOUN,,Gen:1|Ins:1,умершими,2
священный,ADJ,,Acc:1|Loc:1,священные,2
пробежка,NOUN,,Gen:1|Loc:1,пробежке,2
уменьшиться,VERB,Fin,,уменьшилась,2
травмпункт,NOUN,,Acc:2,травмпункт,2
сустав,NOUN,,Acc:2,сустав,2
исключить,VERB,Inf,,исключить,2
фестиваль,NOUN,,Acc:1|Nom:1,фестивали,2
отбор,NOUN,,Acc:1|Nom:1,отбор,2
продвижение,NOUN,,Dat:1|Nom:1,продвижение,2
низко,ADV,,,ниже,2
очный,ADJ,,Gen:2,очного,2
бросать,VERB,Inf,,бросать,2
полпути,NOUN,,Gen:1|Loc:1,полпути,2
проба,NOUN,,Acc:1|Gen:1,проб,2
перенос,NOUN,,Gen:1|Ins:1,переноса,2
переговорный,ADJ,,Loc:1|Nom:1,переговорная,2
благодарить,VERB,Fin,,поблагодарила,2
формальный,ADJ,,Gen:2,формальных,2
поймать,VERB,Fin,,поймала,2
автомат,NOUN,,Loc:1|Nom:1,автомате,2
отнимать,VERB,Fin,,отнимало,2
продиктовать,VERB,Fin,,продиктуй,2
замешивать,VERB,Fin,,замешивай,2
липнуть,VERB,Inf,,липнуть,2
заняться,VERB,Fin,,займись,2
вакцинация,NOUN,,Dat:2,вакцинации,2
вакцина,NOUN,,Dat:1|Ins:1,вакцинами,2
слух,NOUN,,Gen:2,слухов,2
намеренно,ADV,,,намеренно,2
популизм,NOUN,,Acc:1|Nom:1,популизм,2
влиятельный,ADJ,,Acc:1|Gen:1,влиятельных,2
рассматривать,VERB,Inf,,рассматривать,2
сходство,NOUN,,Nom:2,сходство,2
возникать,VERB,Inf,,возникать,2
позднейший,ADJ,,Acc:1|Nom:1,позднейшие,2
популяризировать,VERB,Fin,,популяризировал,2
превращать,VERB,Inf,,превращать,2
незаконный,ADJ,,Loc:1|Nom:1,незаконные,2
сервер,NOUN,,Nom:2,сервер,2
находиться,VERB,Inf,,находиться,2
подвергнуться,VERB,Fin,,подверглись,2
светский,ADJ,,Nom:2,светский,2
появляться,VERB,Inf,,появляться,2
добавиться,VERB,Fin,,добавились,2
наткнуться,VERB,Fin,,наткнулась,2
одноклассница,NOUN,,Acc:2,одноклассницу,2
особо,ADV,,,особо,2
вспоминать,VERB,Conv,,вспоминая,2
ругать,VERB,Fin,,ругают,2
случайный,ADJ,,Acc:1|Dat:1,случайной,2
позвонить,VERB,Inf,,позвонить,2
обновить,VERB,Part,Loc:1,обновлены,2
разработать,VERB,Part,Nom:1,разработана,2
проверяться,VERB,Fin,,проверялась,2
пилот,NOUN,,Gen:1|Loc:1,пилотах,2
вслед,ADV,,,вслед,2
испытывать,VERB,Fin,,испытывает,2
министр,NOUN,,Nom:2,министр,2
обзор,NOUN,,Acc:1|Loc:1,обзорах,2
облегчать,VERB,Fin,,облегчает,2
подтолкнуть,VERB,Inf,,подтолкнуть,2
преобладание,NOUN,,Ins:1|Nom:1,преобладание,2
танцпол,NOUN,,Acc:1|Nom:1,танцпол,2
незнакомец,NOUN,,Dat:1|Gen:1,незнакомцев,2
руководить,VERB,Part,Loc:1|Nom:1,руководящих,2
должность,NOUN,,Loc:1|Nom:1,должностях,2
венеция,PROPN,,Gen:1|Loc:1,Венеции,2
заход,NOUN,,Acc:1|Dat:1,заход,2
однодневный,ADJ,,Gen:2,однодневных,2
провести,VERB,Part,Nom:2,проведённый,2
поражение,NOUN,,Acc:1|Nom:1,поражение,2
выбраться,VERB,Inf,,выбраться,2
молочный,ADJ,,Nom:2,молочные,2
масленица,PROPN,,Acc:1|Nom:1,Масленица,2
марс,PROPN,,Loc:2,Марсе,2
наса,PROPN,,,NASA,2
отправиться,VERB,Fin,,отправился,2
беспокоить,VERB,Fin,,беспокоит,2
кашель,NOUN,,Nom:2,Кашель,2
антибиотик,NOUN,,Acc:1|Nom:1,антибиотики,2
одышка,NOUN,,Nom:2,одышка,2
грудь,NOUN,,Loc:2,груди,2
китайский,ADJ,,Gen:1,Китайско,2
купе,NOUN,,Acc:1|Loc:1,купе,2
первоисточник,NOUN,,Ins:1|Loc:1,первоисточником,2
перенести,VERB,Inf,,перенести,2
спускаться,VERB,Fin,,спускалась,2
ходьба,NOUN,,Ins:1|Loc:1,ходьбой,2
болеть,VERB,Inf,,болеть,2
безналичный,ADJ,,Nom:2,безналичные,2
нечего,PRON,,Gen:1|Ins:1,нечем,2
производственный,ADJ,,Acc:1|Nom:1,производственные,2
микросхема,NOUN,,Gen:2,микросхем,2
страдать,VERB,Fin,,пострадала,2
ослабевать,VERB,Fin,,ослабевал,2
подтолкнуть,VERB,Fin,,подтолкнул,2
вкладка,NOUN,,Acc:1|Gen:1,вкладок,2
тур,NOUN,,Gen:2,тура,2
добраться,VERB,Inf,,добраться,2
недорогой,ADJ,,Gen:2,недорогого,2
хостел,NOUN,,Gen:1|Loc:1,хостела,2
галочка,NOUN,,Acc:1|Dat:1,галочку,2
гуттман,PROPN,,Gen:2,Гуттмана,2
пациент,NOUN,,Acc:1|Gen:1,пациентов,2
больничный,ADJ,,Acc:1|Gen:1,больничные,2
комитет,NOUN,,Nom:2,комитет,2
расширить,VERB,Fin,,расширили,2
тропа,NOUN,,Dat:1|Nom:1,тропе,2
чрезвычайный,ADJ,,Gen:1|Ins:1,чрезвычайной,2
выяснять,VERB,Inf,,выяснять,2
подверженный,ADJ,,,подвержены,2
звёздный,ADJ,,Loc:1|Nom:1,звёздной,2
очертание,NOUN,,Acc:2,очертания,2
презентация,NOUN,,Loc:1|Nom:1,презентация,2
наизусть,ADV,,,наизусть,2
замолчать,VERB,Fin,,замолчала,2
волноваться,VERB,Inf,,волноваться,2
регламент,NOUN,,Nom:2,Регламент,2
обязывать,VERB,Fin,,обязывает,2
несовершеннолетний,NOUN,,Dat:2,несовершеннолетним,2
предусматривать,VERB,Fin,,предусматривает,2
рассказать,VERB,Inf,,рассказать,2
директива,NOUN,,Acc:1|Nom:1,директиву,2
встречаться,VERB,Inf,,встречаться,2
кончиться,VERB,Fin,,Кончилось,2
чинить,VERB,Fin,,чинишь,2
разойтись,VERB,Fin,,Разошлись,2
карл,PROPN,,Nom:2,Карл,2
замечание,NOUN,,Acc:1|Gen:1,замечания,2
аналогия,NOUN,,Nom:2,аналогии,2
подменять,VERB,Fin,,подменяет,2
прочесть,VERB,Fin,,прочитаю,2
глава,NOUN,,Acc:1|Nom:1,главу,2
нож,NOUN,,Acc:1|Nom:1,нож,2
догадаться,VERB,Fin,,догадаешься,2
мучить,VERB,Fin,,мучают,2
следователь,NOUN,,Nom:2,следователь,2
красиво,ADV,,,красиво,2
петрович,PROPN,,Nom:2,Петрович,2
мышка,NOUN,,Acc:1|Nom:1,мышки,2
загореться,VERB,Fin,,загорелся,2
полезть,VERB,Fin,,полез,2
страховка,NOUN,,Acc:1|Nom:1,страховка,2
полис,NOUN,,Acc:1|Gen:1,полиса,2
увезти,VERB,Fin,,увезли,2
связывать,VERB,Inf,,связывать,2
критиковать,VERB,Fin,,критикуют,2
полиция,NOUN,,Acc:1|Gen:1,полицию,2
выручить,VERB,Fin,,выручили,2
вылет,NOUN,,Dat:1|Gen:1,вылету,2
глобализация,NOUN,,Acc:1|Nom:1,глобализация,2
возвращать,VERB,Fin,,возвращают,2
заимствовать,VERB,Part,Nom:2,заимствованное,2
конвенция,PROPN,,Loc:1|Nom:1,Конвенции,2
нематериальный,ADJ,,Gen:2,нематериального,2
лингвист,NOUN,,Gen:1|Nom:1,лингвиста,2
глухой,ADJ,,Gen:1|Loc:1,глухих,2
молчать,VERB,Fin,,молчат,2
кастрюля,NOUN,,Nom:2,кастрюля,2
косточка,NOUN,,Ins:1|Loc:1,косточке,2
постный,ADJ,,Gen:1|Nom:1,постные,2
кружка,NOUN,,Acc:1|Gen:1,кружки,2
отправлять,VERB,Fin,,отправляют,2
морозилка,NOUN,,Acc:1|Loc:1,морозилку,2
проблемный,ADJ,,Acc:1|Gen:1,проблемное,2
вернуться,VERB,Inf,,вернуться,2
угрожать,VERB,Fin,,угрожает,2
превышать,VERB,Fin,,превышает,2
периодный,ADJ,,Acc:1|Nom:1,периодные,2
опираться,VERB,Inf,,опираться,2
заплыв,NOUN,,Gen:2,заплыва,2
награда,NOUN,,Gen:1|Nom:1,награда,2
установление,NOUN,,Acc:1|Gen:1,установления,2
коллективный,ADJ,,Acc:1|Dat:1,коллективные,2
принудительный,ADJ,,Gen:1|Ins:1,принудительного,2
профсоюз,NOUN,,Acc:1|Nom:1,профсоюз,2
позволить,VERB,Inf,,позволить,2
опубликовать,VERB,Fin,,опубликовали,2
надзорный,ADJ,,Acc:1|Nom:1,надзорные,2
барабан,NOUN,,Ins:1|Nom:1,барабаном,2
страшно,ADV,,,страшно,2
гудеть,VERB,Inf,,гудеть,2
замигать,VERB,Fin,,замигала,2
гарантийный,ADJ,,Acc:1|Nom:1,гарантийный,2
сервисный,ADJ,,Acc:2,сервисный,2
обходиться,VERB,Fin,,обходилась,2
записаться,VERB,Inf,,записаться,2
стоматолог,NOUN,,Acc:1|Dat:1,стоматологам,2
дрожь,NOUN,,Ins:1|Nom:1,дрожью,2
пиджак,NOUN,,Loc:1|Nom:1,пиджаках,2
аплодисменты,NOUN,,Acc:1|Ins:1,аплодисменты,2
классный,ADJ,,Nom:2,классный,2
махать,VERB,Fin,,машет,2
рассвет,NOUN,,Gen:2,рассвета,2
цензурный,ADJ,,Ins:1|Nom:1,цензурное,2
цензура,NOUN,,Acc:1|Gen:1,цензуру,2
борис,PROPN,,Gen:2,Бориса,2
правозащитный,ADJ,,Gen:1|Nom:1,правозащитный,2
выходить,VERB,Part,Nom:2,выходивший,2
стул,NOUN,,Acc:1|Loc:1,стуле,2
посвятить,VERB,Part,,посвящена,2
подойти,VERB,Inf,,подойти,2
пояснение,NOUN,,Ins:2,пояснением,2
обратить,VERB,Fin,,обратила,2
идентичность,NOUN,,Gen:2,идентичности,2
пиаж,PROPN,,Dat:1|Nom:1,Пиаже,2
джон,PROPN,,Ins:1|Nom:1,Джоном,2
пасхальный,ADJ,,Acc:1|Gen:1,пасхальную,2
головной,ADJ,,Acc:1|Nom:1,головной,2
прихожанин,NOUN,,Gen:2,прихожан,2
мечеть,NOUN,,Acc:1|Gen:1,мечети,2
заключаться,VERB,Fin,,заключается,2
отметить,VERB,Part,Dat:1,отмеченным,2
катар,PROPN,,Gen:1|Loc:1,Катаре,2
месси,PROPN,,Nom:2,Месси,2
рабочий,NOUN,,Gen:1|Nom:1,рабочих,2
пятёрка,NOUN,,Nom:2,пятёрки,2
курить,VERB,Fin,,курят,2
чей-то,ADJ,,Ins:1|Nom:1,чьими-то,2
таять,VERB,Fin,,тает,2
ровный,ADJ,,Nom:2,ровный,2
размяться,VERB,Inf,,размяться,2
затянуть,VERB,Part,Nom:1,затянутые,2
композиция,NOUN,,Loc:1|Nom:1,композиция,2
субкультура,NOUN,,Dat:1|Gen:1,субкультуре,2
сценарист,NOUN,,Gen:2,сценаристов,2
разбегаться,VERB,Fin,,разбегаются,2
юбилей,NOUN,,Gen:2,юбилея,2
престиж,NOUN,,Acc:1|Dat:1,престижу,2
